order_id,item_id,product_id,product_name,quantity,list_price,discount,total_price,category_id,category_name,outlier,q1,q3,iqr,high,low,,
679,2,83,Trek Boy's Kickster - 2015/2017,2,149.99,0.05,299.93,1,Children Bicycles,FALSE,,,,,,,
687,4,83,Trek Boy's Kickster - 2015/2017,1,149.99,0.07,149.92,1,Children Bicycles,FALSE,,,,,,,
747,2,86,Trek Girl's Kickster - 2017,1,149.99,0.2,149.79,1,Children Bicycles,FALSE,,,,,,,
748,2,83,Trek Boy's Kickster - 2015/2017,2,149.99,0.05,299.93,1,Children Bicycles,FALSE,,,,,,,
803,4,83,Trek Boy's Kickster - 2015/2017,2,149.99,0.05,299.93,1,Children Bicycles,FALSE,,,,,,,
814,4,83,Trek Boy's Kickster - 2015/2017,2,149.99,0.05,299.93,1,Children Bicycles,FALSE,,,,,,,
823,2,86,Trek Girl's Kickster - 2017,2,149.99,0.2,299.78,1,Children Bicycles,FALSE,,,,,,,
844,3,83,Trek Boy's Kickster - 2015/2017,2,149.99,0.2,299.78,1,Children Bicycles,FALSE,,,,,,,
879,3,83,Trek Boy's Kickster - 2015/2017,2,149.99,0.2,299.78,1,Children Bicycles,FALSE,,,,,,,
922,3,86,Trek Girl's Kickster - 2017,1,149.99,0.1,149.89,1,Children Bicycles,FALSE,,,,,,,
928,2,83,Trek Boy's Kickster - 2015/2017,1,149.99,0.2,149.79,1,Children Bicycles,FALSE,,,,,,,
960,4,83,Trek Boy's Kickster - 2015/2017,2,149.99,0.1,299.88,1,Children Bicycles,FALSE,,,,,,,
997,1,86,Trek Girl's Kickster - 2017,2,149.99,0.07,299.91,1,Children Bicycles,FALSE,,,,,,,
1002,2,83,Trek Boy's Kickster - 2015/2017,1,149.99,0.1,149.89,1,Children Bicycles,FALSE,,,,,,,
1038,1,83,Trek Boy's Kickster - 2015/2017,1,149.99,0.05,149.94,1,Children Bicycles,FALSE,,,,,,,
1055,4,83,Trek Boy's Kickster - 2015/2017,2,149.99,0.1,299.88,1,Children Bicycles,FALSE,,,,,,,
1072,1,83,Trek Boy's Kickster - 2015/2017,1,149.99,0.2,149.79,1,Children Bicycles,FALSE,,,,,,,
1080,5,86,Trek Girl's Kickster - 2017,1,149.99,0.05,149.94,1,Children Bicycles,FALSE,,,,,,,
1156,2,86,Trek Girl's Kickster - 2017,1,149.99,0.05,149.94,1,Children Bicycles,FALSE,,,,,,,
1162,3,86,Trek Girl's Kickster - 2017,1,149.99,0.1,149.89,1,Children Bicycles,FALSE,,,,,,,
1193,1,83,Trek Boy's Kickster - 2015/2017,2,149.99,0.05,299.93,1,Children Bicycles,FALSE,,,,,,,
1208,3,86,Trek Girl's Kickster - 2017,2,149.99,0.2,299.78,1,Children Bicycles,FALSE,,,,,,,
1272,3,86,Trek Girl's Kickster - 2017,1,149.99,0.07,149.92,1,Children Bicycles,FALSE,,,,,,,
1352,4,86,Trek Girl's Kickster - 2017,2,149.99,0.2,299.78,1,Children Bicycles,FALSE,,,,,,,
1353,4,86,Trek Girl's Kickster - 2017,2,149.99,0.05,299.93,1,Children Bicycles,FALSE,,,,,,,
1452,3,86,Trek Girl's Kickster - 2017,2,149.99,0.05,299.93,1,Children Bicycles,FALSE,,,,,,,
1541,5,86,Trek Girl's Kickster - 2017,2,149.99,0.05,299.93,1,Children Bicycles,FALSE,,,,,,,
1550,5,86,Trek Girl's Kickster - 2017,2,149.99,0.05,299.93,1,Children Bicycles,FALSE,,,,,,,
1580,2,86,Trek Girl's Kickster - 2017,2,149.99,0.2,299.78,1,Children Bicycles,FALSE,,,,,,,
1393,4,268,Trek Kickster - 2018,2,159.99,0.05,319.93,1,Children Bicycles,FALSE,,,,,,,
1456,3,268,Trek Kickster - 2018,2,159.99,0.1,319.88,1,Children Bicycles,FALSE,,,,,,,
1457,3,268,Trek Kickster - 2018,1,159.99,0.2,159.79,1,Children Bicycles,FALSE,,,,,,,
1499,3,268,Trek Kickster - 2018,2,159.99,0.05,319.93,1,Children Bicycles,FALSE,,,,,,,
1502,4,268,Trek Kickster - 2018,1,159.99,0.2,159.79,1,Children Bicycles,FALSE,,,,,,,
653,5,88,Trek Precaliber 12 Girls - 2017,2,189.99,0.07,379.91,1,Children Bicycles,FALSE,,,,,,,
686,3,88,Trek Precaliber 12 Girls - 2017,2,189.99,0.2,379.78,1,Children Bicycles,FALSE,,,,,,,
688,2,88,Trek Precaliber 12 Girls - 2017,1,189.99,0.05,189.94,1,Children Bicycles,FALSE,,,,,,,
696,1,88,Trek Precaliber 12 Girls - 2017,2,189.99,0.07,379.91,1,Children Bicycles,FALSE,,,,,,,
771,2,88,Trek Precaliber 12 Girls - 2017,1,189.99,0.2,189.79,1,Children Bicycles,FALSE,,,,,,,
815,3,87,Trek Precaliber 12 Boys - 2017,2,189.99,0.1,379.88,1,Children Bicycles,FALSE,,,,,,,
837,3,87,Trek Precaliber 12 Boys - 2017,2,189.99,0.2,379.78,1,Children Bicycles,FALSE,,,,,,,
845,5,88,Trek Precaliber 12 Girls - 2017,1,189.99,0.05,189.94,1,Children Bicycles,FALSE,,,,,,,
848,3,88,Trek Precaliber 12 Girls - 2017,2,189.99,0.2,379.78,1,Children Bicycles,FALSE,,,,,,,
854,1,87,Trek Precaliber 12 Boys - 2017,1,189.99,0.1,189.89,1,Children Bicycles,FALSE,,,,,,,
866,1,88,Trek Precaliber 12 Girls - 2017,1,189.99,0.2,189.79,1,Children Bicycles,FALSE,,,,,,,
892,4,88,Trek Precaliber 12 Girls - 2017,1,189.99,0.05,189.94,1,Children Bicycles,FALSE,,,,,,,
955,5,88,Trek Precaliber 12 Girls - 2017,1,189.99,0.05,189.94,1,Children Bicycles,FALSE,,,,,,,
966,1,88,Trek Precaliber 12 Girls - 2017,1,189.99,0.05,189.94,1,Children Bicycles,FALSE,,,,,,,
967,3,87,Trek Precaliber 12 Boys - 2017,1,189.99,0.1,189.89,1,Children Bicycles,FALSE,,,,,,,
968,1,87,Trek Precaliber 12 Boys - 2017,1,189.99,0.2,189.79,1,Children Bicycles,FALSE,,,,,,,
983,5,88,Trek Precaliber 12 Girls - 2017,1,189.99,0.05,189.94,1,Children Bicycles,FALSE,,,,,,,
986,1,87,Trek Precaliber 12 Boys - 2017,1,189.99,0.1,189.89,1,Children Bicycles,FALSE,,,,,,,
1011,1,88,Trek Precaliber 12 Girls - 2017,1,189.99,0.2,189.79,1,Children Bicycles,FALSE,,,,,,,
1068,1,87,Trek Precaliber 12 Boys - 2017,2,189.99,0.2,379.78,1,Children Bicycles,FALSE,,,,,,,
1074,2,87,Trek Precaliber 12 Boys - 2017,1,189.99,0.07,189.92,1,Children Bicycles,FALSE,,,,,,,
1098,1,88,Trek Precaliber 12 Girls - 2017,1,189.99,0.1,189.89,1,Children Bicycles,FALSE,,,,,,,
1112,4,87,Trek Precaliber 12 Boys - 2017,2,189.99,0.07,379.91,1,Children Bicycles,FALSE,,,,,,,
1144,1,88,Trek Precaliber 12 Girls - 2017,1,189.99,0.07,189.92,1,Children Bicycles,FALSE,,,,,,,
1162,1,88,Trek Precaliber 12 Girls - 2017,1,189.99,0.2,189.79,1,Children Bicycles,FALSE,,,,,,,
1176,1,87,Trek Precaliber 12 Boys - 2017,1,189.99,0.1,189.89,1,Children Bicycles,FALSE,,,,,,,
1179,2,88,Trek Precaliber 12 Girls - 2017,2,189.99,0.05,379.93,1,Children Bicycles,FALSE,,,,,,,
1188,3,87,Trek Precaliber 12 Boys - 2017,2,189.99,0.1,379.88,1,Children Bicycles,FALSE,,,,,,,
1192,2,88,Trek Precaliber 12 Girls - 2017,2,189.99,0.07,379.91,1,Children Bicycles,FALSE,,,,,,,
1208,5,87,Trek Precaliber 12 Boys - 2017,1,189.99,0.07,189.92,1,Children Bicycles,FALSE,,,,,,,
1233,1,87,Trek Precaliber 12 Boys - 2017,2,189.99,0.2,379.78,1,Children Bicycles,FALSE,,,,,,,
1237,2,87,Trek Precaliber 12 Boys - 2017,2,189.99,0.1,379.88,1,Children Bicycles,FALSE,,,,,,,
1253,3,88,Trek Precaliber 12 Girls - 2017,1,189.99,0.2,189.79,1,Children Bicycles,FALSE,,,,,,,
1261,2,88,Trek Precaliber 12 Girls - 2017,2,189.99,0.2,379.78,1,Children Bicycles,FALSE,,,,,,,
1268,2,87,Trek Precaliber 12 Boys - 2017,2,189.99,0.07,379.91,1,Children Bicycles,FALSE,,,,,,,
1271,3,87,Trek Precaliber 12 Boys - 2017,2,189.99,0.07,379.91,1,Children Bicycles,FALSE,,,,,,,
1286,3,87,Trek Precaliber 12 Boys - 2017,1,189.99,0.07,189.92,1,Children Bicycles,FALSE,,,,,,,
1293,1,88,Trek Precaliber 12 Girls - 2017,2,189.99,0.1,379.88,1,Children Bicycles,FALSE,,,,,,,
1309,2,87,Trek Precaliber 12 Boys - 2017,2,189.99,0.2,379.78,1,Children Bicycles,FALSE,,,,,,,
1392,1,87,Trek Precaliber 12 Boys - 2017,2,189.99,0.2,379.78,1,Children Bicycles,FALSE,,,,,,,
1508,4,88,Trek Precaliber 12 Girls - 2017,1,189.99,0.05,189.94,1,Children Bicycles,FALSE,,,,,,,
1598,3,88,Trek Precaliber 12 Girls - 2017,1,189.99,0.2,189.79,1,Children Bicycles,FALSE,,,,,,,
1326,2,269,Trek Precaliber 12 Boy's - 2018,2,199.99,0.07,399.91,1,Children Bicycles,FALSE,,,,,,,
1468,1,269,Trek Precaliber 12 Boy's - 2018,1,199.99,0.05,199.94,1,Children Bicycles,FALSE,,,,,,,
1486,4,269,Trek Precaliber 12 Boy's - 2018,1,199.99,0.1,199.89,1,Children Bicycles,FALSE,,,,,,,
1534,3,269,Trek Precaliber 12 Boy's - 2018,2,199.99,0.2,399.78,1,Children Bicycles,FALSE,,,,,,,
649,2,90,Trek Precaliber 16 Girls - 2017,1,209.99,0.07,209.92,1,Children Bicycles,FALSE,,,,,,,
675,2,89,Trek Precaliber 16 Boys - 2017,2,209.99,0.05,419.93,1,Children Bicycles,FALSE,,,,,,,
713,1,93,Haro Shredder 20 Girls - 2017,2,209.99,0.2,419.78,1,Children Bicycles,FALSE,,,,,,,
714,1,92,Haro Shredder 20 - 2017,2,209.99,0.2,419.78,1,Children Bicycles,FALSE,,,,,,,
716,2,93,Haro Shredder 20 Girls - 2017,2,209.99,0.07,419.91,1,Children Bicycles,FALSE,,,,,,,
717,2,93,Haro Shredder 20 Girls - 2017,1,209.99,0.2,209.79,1,Children Bicycles,FALSE,,,,,,,
718,1,92,Haro Shredder 20 - 2017,2,209.99,0.07,419.91,1,Children Bicycles,FALSE,,,,,,,
725,1,90,Trek Precaliber 16 Girls - 2017,1,209.99,0.1,209.89,1,Children Bicycles,FALSE,,,,,,,
759,1,93,Haro Shredder 20 Girls - 2017,2,209.99,0.05,419.93,1,Children Bicycles,FALSE,,,,,,,
763,1,90,Trek Precaliber 16 Girls - 2017,1,209.99,0.07,209.92,1,Children Bicycles,FALSE,,,,,,,
773,1,92,Haro Shredder 20 - 2017,1,209.99,0.1,209.89,1,Children Bicycles,FALSE,,,,,,,
779,2,90,Trek Precaliber 16 Girls - 2017,2,209.99,0.2,419.78,1,Children Bicycles,FALSE,,,,,,,
783,1,92,Haro Shredder 20 - 2017,1,209.99,0.2,209.79,1,Children Bicycles,FALSE,,,,,,,
789,2,93,Haro Shredder 20 Girls - 2017,2,209.99,0.07,419.91,1,Children Bicycles,FALSE,,,,,,,
798,2,90,Trek Precaliber 16 Girls - 2017,1,209.99,0.05,209.94,1,Children Bicycles,FALSE,,,,,,,
804,1,89,Trek Precaliber 16 Boys - 2017,2,209.99,0.2,419.78,1,Children Bicycles,FALSE,,,,,,,
806,1,93,Haro Shredder 20 Girls - 2017,2,209.99,0.1,419.88,1,Children Bicycles,FALSE,,,,,,,
809,3,92,Haro Shredder 20 - 2017,2,209.99,0.1,419.88,1,Children Bicycles,FALSE,,,,,,,
824,1,92,Haro Shredder 20 - 2017,2,209.99,0.1,419.88,1,Children Bicycles,FALSE,,,,,,,
841,4,90,Trek Precaliber 16 Girls - 2017,2,209.99,0.07,419.91,1,Children Bicycles,FALSE,,,,,,,
848,1,93,Haro Shredder 20 Girls - 2017,1,209.99,0.07,209.92,1,Children Bicycles,FALSE,,,,,,,
851,2,93,Haro Shredder 20 Girls - 2017,1,209.99,0.05,209.94,1,Children Bicycles,FALSE,,,,,,,
855,2,93,Haro Shredder 20 Girls - 2017,2,209.99,0.2,419.78,1,Children Bicycles,FALSE,,,,,,,
855,3,89,Trek Precaliber 16 Boys - 2017,1,209.99,0.2,209.79,1,Children Bicycles,FALSE,,,,,,,
863,1,93,Haro Shredder 20 Girls - 2017,2,209.99,0.1,419.88,1,Children Bicycles,FALSE,,,,,,,
900,3,89,Trek Precaliber 16 Boys - 2017,1,209.99,0.2,209.79,1,Children Bicycles,FALSE,,,,,,,
902,2,92,Haro Shredder 20 - 2017,1,209.99,0.07,209.92,1,Children Bicycles,FALSE,,,,,,,
904,3,92,Haro Shredder 20 - 2017,2,209.99,0.2,419.78,1,Children Bicycles,FALSE,,,,,,,
913,1,90,Trek Precaliber 16 Girls - 2017,2,209.99,0.1,419.88,1,Children Bicycles,FALSE,,,,,,,
916,1,92,Haro Shredder 20 - 2017,1,209.99,0.2,209.79,1,Children Bicycles,FALSE,,,,,,,
948,4,92,Haro Shredder 20 - 2017,2,209.99,0.2,419.78,1,Children Bicycles,FALSE,,,,,,,
964,1,90,Trek Precaliber 16 Girls - 2017,1,209.99,0.2,209.79,1,Children Bicycles,FALSE,,,,,,,
965,1,90,Trek Precaliber 16 Girls - 2017,2,209.99,0.1,419.88,1,Children Bicycles,FALSE,,,,,,,
995,2,90,Trek Precaliber 16 Girls - 2017,1,209.99,0.2,209.79,1,Children Bicycles,FALSE,,,,,,,
1017,1,89,Trek Precaliber 16 Boys - 2017,1,209.99,0.07,209.92,1,Children Bicycles,FALSE,,,,,,,
1019,4,93,Haro Shredder 20 Girls - 2017,2,209.99,0.2,419.78,1,Children Bicycles,FALSE,,,,,,,
1025,1,89,Trek Precaliber 16 Boys - 2017,1,209.99,0.07,209.92,1,Children Bicycles,FALSE,,,,,,,
1037,4,92,Haro Shredder 20 - 2017,1,209.99,0.07,209.92,1,Children Bicycles,FALSE,,,,,,,
1041,1,89,Trek Precaliber 16 Boys - 2017,1,209.99,0.1,209.89,1,Children Bicycles,FALSE,,,,,,,
1069,2,93,Haro Shredder 20 Girls - 2017,1,209.99,0.1,209.89,1,Children Bicycles,FALSE,,,,,,,
1072,2,89,Trek Precaliber 16 Boys - 2017,2,209.99,0.07,419.91,1,Children Bicycles,FALSE,,,,,,,
1074,3,89,Trek Precaliber 16 Boys - 2017,2,209.99,0.1,419.88,1,Children Bicycles,FALSE,,,,,,,
1093,3,90,Trek Precaliber 16 Girls - 2017,2,209.99,0.1,419.88,1,Children Bicycles,FALSE,,,,,,,
1099,4,89,Trek Precaliber 16 Boys - 2017,2,209.99,0.1,419.88,1,Children Bicycles,FALSE,,,,,,,
1119,1,93,Haro Shredder 20 Girls - 2017,2,209.99,0.1,419.88,1,Children Bicycles,FALSE,,,,,,,
1120,1,92,Haro Shredder 20 - 2017,2,209.99,0.07,419.91,1,Children Bicycles,FALSE,,,,,,,
1120,4,93,Haro Shredder 20 Girls - 2017,1,209.99,0.07,209.92,1,Children Bicycles,FALSE,,,,,,,
1126,3,89,Trek Precaliber 16 Boys - 2017,2,209.99,0.05,419.93,1,Children Bicycles,FALSE,,,,,,,
1133,3,90,Trek Precaliber 16 Girls - 2017,2,209.99,0.2,419.78,1,Children Bicycles,FALSE,,,,,,,
1138,3,93,Haro Shredder 20 Girls - 2017,1,209.99,0.1,209.89,1,Children Bicycles,FALSE,,,,,,,
1171,2,92,Haro Shredder 20 - 2017,2,209.99,0.07,419.91,1,Children Bicycles,FALSE,,,,,,,
1179,1,93,Haro Shredder 20 Girls - 2017,2,209.99,0.05,419.93,1,Children Bicycles,FALSE,,,,,,,
1191,2,89,Trek Precaliber 16 Boys - 2017,2,209.99,0.1,419.88,1,Children Bicycles,FALSE,,,,,,,
1205,5,92,Haro Shredder 20 - 2017,1,209.99,0.1,209.89,1,Children Bicycles,FALSE,,,,,,,
1209,1,89,Trek Precaliber 16 Boys - 2017,1,209.99,0.07,209.92,1,Children Bicycles,FALSE,,,,,,,
1211,3,92,Haro Shredder 20 - 2017,1,209.99,0.2,209.79,1,Children Bicycles,FALSE,,,,,,,
1211,4,93,Haro Shredder 20 Girls - 2017,1,209.99,0.1,209.89,1,Children Bicycles,FALSE,,,,,,,
1227,1,90,Trek Precaliber 16 Girls - 2017,2,209.99,0.2,419.78,1,Children Bicycles,FALSE,,,,,,,
1228,1,92,Haro Shredder 20 - 2017,1,209.99,0.2,209.79,1,Children Bicycles,FALSE,,,,,,,
1248,3,92,Haro Shredder 20 - 2017,1,209.99,0.1,209.89,1,Children Bicycles,FALSE,,,,,,,
1266,1,90,Trek Precaliber 16 Girls - 2017,1,209.99,0.2,209.79,1,Children Bicycles,FALSE,,,,,,,
1277,2,93,Haro Shredder 20 Girls - 2017,2,209.99,0.05,419.93,1,Children Bicycles,FALSE,,,,,,,
1285,2,93,Haro Shredder 20 Girls - 2017,1,209.99,0.1,209.89,1,Children Bicycles,FALSE,,,,,,,
1289,1,89,Trek Precaliber 16 Boys - 2017,1,209.99,0.05,209.94,1,Children Bicycles,FALSE,,,,,,,
1290,3,92,Haro Shredder 20 - 2017,2,209.99,0.1,419.88,1,Children Bicycles,FALSE,,,,,,,
1296,2,90,Trek Precaliber 16 Girls - 2017,1,209.99,0.1,209.89,1,Children Bicycles,FALSE,,,,,,,
1316,2,90,Trek Precaliber 16 Girls - 2017,1,209.99,0.1,209.89,1,Children Bicycles,FALSE,,,,,,,
1318,4,92,Haro Shredder 20 - 2017,1,209.99,0.07,209.92,1,Children Bicycles,FALSE,,,,,,,
1320,2,93,Haro Shredder 20 Girls - 2017,1,209.99,0.05,209.94,1,Children Bicycles,FALSE,,,,,,,
1332,2,93,Haro Shredder 20 Girls - 2017,2,209.99,0.05,419.93,1,Children Bicycles,FALSE,,,,,,,
1340,2,92,Haro Shredder 20 - 2017,2,209.99,0.2,419.78,1,Children Bicycles,FALSE,,,,,,,
1342,2,270,Trek Precaliber 16 Boy's - 2018,1,209.99,0.05,209.94,1,Children Bicycles,FALSE,,,,,,,
1370,2,89,Trek Precaliber 16 Boys - 2017,2,209.99,0.1,419.88,1,Children Bicycles,FALSE,,,,,,,
1384,3,89,Trek Precaliber 16 Boys - 2017,1,209.99,0.1,209.89,1,Children Bicycles,FALSE,,,,,,,
1393,1,92,Haro Shredder 20 - 2017,1,209.99,0.07,209.92,1,Children Bicycles,FALSE,,,,,,,
1400,4,90,Trek Precaliber 16 Girls - 2017,1,209.99,0.07,209.92,1,Children Bicycles,FALSE,,,,,,,
1403,1,93,Haro Shredder 20 Girls - 2017,2,209.99,0.1,419.88,1,Children Bicycles,FALSE,,,,,,,
1416,3,92,Haro Shredder 20 - 2017,2,209.99,0.05,419.93,1,Children Bicycles,FALSE,,,,,,,
1425,3,93,Haro Shredder 20 Girls - 2017,1,209.99,0.07,209.92,1,Children Bicycles,FALSE,,,,,,,
1442,3,271,Trek Precaliber 16 Girl's - 2018,2,209.99,0.05,419.93,1,Children Bicycles,FALSE,,,,,,,
1444,1,90,Trek Precaliber 16 Girls - 2017,1,209.99,0.1,209.89,1,Children Bicycles,FALSE,,,,,,,
1453,1,89,Trek Precaliber 16 Boys - 2017,2,209.99,0.1,419.88,1,Children Bicycles,FALSE,,,,,,,
1480,3,92,Haro Shredder 20 - 2017,2,209.99,0.07,419.91,1,Children Bicycles,FALSE,,,,,,,
1516,5,271,Trek Precaliber 16 Girl's - 2018,2,209.99,0.2,419.78,1,Children Bicycles,FALSE,,,,,,,
1535,1,92,Haro Shredder 20 - 2017,1,209.99,0.05,209.94,1,Children Bicycles,FALSE,,,,,,,
1543,2,93,Haro Shredder 20 Girls - 2017,1,209.99,0.2,209.79,1,Children Bicycles,FALSE,,,,,,,
1553,4,89,Trek Precaliber 16 Boys - 2017,1,209.99,0.05,209.94,1,Children Bicycles,FALSE,,,,,,,
1565,2,92,Haro Shredder 20 - 2017,1,209.99,0.1,209.89,1,Children Bicycles,FALSE,,,,,,,
1575,5,92,Haro Shredder 20 - 2017,2,209.99,0.2,419.78,1,Children Bicycles,FALSE,,,,,,,
1588,1,93,Haro Shredder 20 Girls - 2017,2,209.99,0.07,419.91,1,Children Bicycles,FALSE,,,,,,,
1592,5,271,Trek Precaliber 16 Girl's - 2018,2,209.99,0.05,419.93,1,Children Bicycles,FALSE,,,,,,,
1604,1,271,Trek Precaliber 16 Girl's - 2018,1,209.99,0.1,209.89,1,Children Bicycles,FALSE,,,,,,,
1606,2,271,Trek Precaliber 16 Girl's - 2018,1,209.99,0.1,209.89,1,Children Bicycles,FALSE,,,,,,,
1381,1,274,Trek Precaliber 20 Boy's - 2018,2,229.99,0.2,459.78,1,Children Bicycles,FALSE,,,,,,,
1400,3,275,Trek Precaliber 20 Girl's - 2018,1,229.99,0.1,229.89,1,Children Bicycles,FALSE,,,,,,,
1533,1,274,Trek Precaliber 20 Boy's - 2018,2,229.99,0.1,459.88,1,Children Bicycles,FALSE,,,,,,,
1602,3,275,Trek Precaliber 20 Girl's - 2018,2,229.99,0.2,459.78,1,Children Bicycles,FALSE,,,,,,,
1603,1,275,Trek Precaliber 20 Girl's - 2018,2,229.99,0.05,459.93,1,Children Bicycles,FALSE,,,,,,,
651,4,94,Haro Shredder Pro 20 - 2017,2,249.99,0.05,499.93,1,Children Bicycles,FALSE,,,,,,,
663,3,94,Haro Shredder Pro 20 - 2017,1,249.99,0.05,249.94,1,Children Bicycles,FALSE,,,,,,,
740,2,94,Haro Shredder Pro 20 - 2017,2,249.99,0.2,499.78,1,Children Bicycles,FALSE,,,,,,,
783,3,94,Haro Shredder Pro 20 - 2017,1,249.99,0.05,249.94,1,Children Bicycles,FALSE,,,,,,,
819,1,94,Haro Shredder Pro 20 - 2017,1,249.99,0.2,249.79,1,Children Bicycles,FALSE,,,,,,,
908,2,94,Haro Shredder Pro 20 - 2017,1,249.99,0.1,249.89,1,Children Bicycles,FALSE,,,,,,,
945,2,94,Haro Shredder Pro 20 - 2017,2,249.99,0.2,499.78,1,Children Bicycles,FALSE,,,,,,,
1041,3,94,Haro Shredder Pro 20 - 2017,2,249.99,0.1,499.88,1,Children Bicycles,FALSE,,,,,,,
1048,3,94,Haro Shredder Pro 20 - 2017,1,249.99,0.05,249.94,1,Children Bicycles,FALSE,,,,,,,
1070,3,94,Haro Shredder Pro 20 - 2017,1,249.99,0.05,249.94,1,Children Bicycles,FALSE,,,,,,,
1120,5,94,Haro Shredder Pro 20 - 2017,1,249.99,0.2,249.79,1,Children Bicycles,FALSE,,,,,,,
1148,4,94,Haro Shredder Pro 20 - 2017,2,249.99,0.1,499.88,1,Children Bicycles,FALSE,,,,,,,
1149,5,94,Haro Shredder Pro 20 - 2017,1,249.99,0.1,249.89,1,Children Bicycles,FALSE,,,,,,,
1171,1,94,Haro Shredder Pro 20 - 2017,2,249.99,0.2,499.78,1,Children Bicycles,FALSE,,,,,,,
1199,2,94,Haro Shredder Pro 20 - 2017,2,249.99,0.07,499.91,1,Children Bicycles,FALSE,,,,,,,
1242,1,94,Haro Shredder Pro 20 - 2017,1,249.99,0.05,249.94,1,Children Bicycles,FALSE,,,,,,,
1248,1,94,Haro Shredder Pro 20 - 2017,2,249.99,0.05,499.93,1,Children Bicycles,FALSE,,,,,,,
1258,1,94,Haro Shredder Pro 20 - 2017,2,249.99,0.1,499.88,1,Children Bicycles,FALSE,,,,,,,
1314,3,94,Haro Shredder Pro 20 - 2017,1,249.99,0.1,249.89,1,Children Bicycles,FALSE,,,,,,,
1386,2,262,Trek MT 201 - 2018,1,249.99,0.1,249.89,1,Children Bicycles,FALSE,,,,,,,
1415,3,264,Strider Sport 16 - 2018,2,249.99,0.1,499.88,1,Children Bicycles,FALSE,,,,,,,
1433,1,264,Strider Sport 16 - 2018,1,249.99,0.07,249.92,1,Children Bicycles,FALSE,,,,,,,
1494,3,264,Strider Sport 16 - 2018,2,249.99,0.05,499.93,1,Children Bicycles,FALSE,,,,,,,
652,3,67,Sun Bicycles Revolutions 24 - Girl's - 2017,2,250.99,0.2,501.78,3,Cruisers Bicycles,FALSE,,,,,,,
